filter:Site,population,population_order,population_color,date,participant_count
Clinical Site 02,Screened,1,#a6bddb,2015-05-08,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-09,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-10,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-11,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-12,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-13,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-14,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-15,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-16,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-17,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-18,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-19,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-20,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-21,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-22,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-23,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-24,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-25,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-26,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-27,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-28,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-29,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-30,11
Clinical Site 02,Screened,1,#a6bddb,2015-05-31,11
Clinical Site 02,Screened,1,#a6bddb,2015-06-01,11
Clinical Site 02,Screened,1,#a6bddb,2015-06-02,11
Clinical Site 02,Screened,1,#a6bddb,2015-06-03,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-04,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-05,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-06,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-07,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-08,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-09,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-10,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-11,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-12,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-13,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-14,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-15,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-16,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-17,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-18,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-19,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-20,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-21,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-22,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-23,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-24,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-25,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-26,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-27,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-28,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-29,12
Clinical Site 02,Screened,1,#a6bddb,2015-06-30,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-01,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-02,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-03,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-04,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-05,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-06,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-07,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-08,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-09,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-10,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-11,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-12,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-13,12
Clinical Site 02,Screened,1,#a6bddb,2015-07-14,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-15,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-16,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-17,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-18,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-19,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-20,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-21,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-22,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-23,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-24,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-25,13
Clinical Site 02,Screened,1,#a6bddb,2015-07-26,14
Clinical Site 02,Screened,1,#a6bddb,2015-07-27,14
Clinical Site 02,Screened,1,#a6bddb,2015-07-28,14
Clinical Site 02,Screened,1,#a6bddb,2015-07-29,14
Clinical Site 02,Screened,1,#a6bddb,2015-07-30,14
Clinical Site 02,Screened,1,#a6bddb,2015-07-31,14
Clinical Site 02,Screened,1,#a6bddb,2015-08-01,14
Clinical Site 02,Screened,1,#a6bddb,2015-08-02,14
Clinical Site 02,Screened,1,#a6bddb,2015-08-03,14
Clinical Site 02,Screened,1,#a6bddb,2015-08-04,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-05,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-06,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-07,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-08,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-09,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-10,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-11,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-12,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-13,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-14,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-15,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-16,15
Clinical Site 02,Screened,1,#a6bddb,2015-08-17,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-18,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-19,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-20,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-21,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-22,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-23,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-24,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-25,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-26,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-27,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-28,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-29,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-30,16
Clinical Site 02,Screened,1,#a6bddb,2015-08-31,16
Clinical Site 02,Screened,1,#a6bddb,2015-09-01,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-02,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-03,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-04,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-05,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-06,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-07,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-08,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-09,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-10,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-11,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-12,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-13,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-14,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-15,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-16,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-17,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-18,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-19,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-20,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-21,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-22,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-23,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-24,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-25,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-26,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-27,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-28,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-29,17
Clinical Site 02,Screened,1,#a6bddb,2015-09-30,19
Clinical Site 02,Screened,1,#a6bddb,2015-10-01,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-02,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-03,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-04,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-05,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-06,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-07,20
Clinical Site 02,Screened,1,#a6bddb,2015-10-08,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-09,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-10,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-11,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-12,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-13,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-14,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-15,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-16,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-17,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-18,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-19,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-20,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-21,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-22,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-23,21
Clinical Site 02,Screened,1,#a6bddb,2015-10-24,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-25,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-26,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-27,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-28,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-29,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-30,22
Clinical Site 02,Screened,1,#a6bddb,2015-10-31,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-01,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-02,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-03,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-04,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-05,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-06,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-07,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-08,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-09,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-10,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-11,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-12,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-13,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-14,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-15,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-16,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-17,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-18,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-19,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-20,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-21,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-22,22
Clinical Site 02,Screened,1,#a6bddb,2015-11-23,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-24,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-25,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-26,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-27,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-28,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-29,23
Clinical Site 02,Screened,1,#a6bddb,2015-11-30,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-01,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-02,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-03,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-04,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-05,23
Clinical Site 02,Screened,1,#a6bddb,2015-12-06,24
Clinical Site 02,Screened,1,#a6bddb,2015-12-07,24
Clinical Site 02,Screened,1,#a6bddb,2015-12-08,24
Clinical Site 02,Screened,1,#a6bddb,2015-12-09,24
Clinical Site 02,Screened,1,#a6bddb,2015-12-10,24
Clinical Site 02,Screened,1,#a6bddb,2015-12-11,26
Clinical Site 02,Screened,1,#a6bddb,2015-12-12,26
Clinical Site 02,Screened,1,#a6bddb,2015-12-13,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-14,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-15,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-16,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-17,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-18,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-19,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-20,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-21,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-22,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-23,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-24,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-25,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-26,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-27,29
Clinical Site 02,Screened,1,#a6bddb,2015-12-28,29
Clinical Site 02,Screened,1,#a6bddb,2015-12-29,30
Clinical Site 02,Screened,1,#a6bddb,2015-12-30,30
Clinical Site 02,Screened,1,#a6bddb,2015-12-31,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-01,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-02,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-03,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-04,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-05,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-06,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-07,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-08,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-09,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-10,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-11,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-12,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-13,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-14,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-15,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-16,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-17,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-18,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-19,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-20,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-21,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-22,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-23,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-24,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-25,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-26,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-27,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-28,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-29,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-30,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-31,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-01,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-02,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-03,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-04,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-05,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-06,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-07,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-08,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-09,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-10,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-11,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-12,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-13,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-14,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-15,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-16,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-17,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-18,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-19,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-20,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-21,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-22,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-23,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-24,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-25,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-26,30
Clinical Site 02,Randomized,2,#3690c0,2015-02-11,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-12,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-13,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-14,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-15,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-16,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-17,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-18,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-19,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-20,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-21,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-22,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-23,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-24,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-25,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-26,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-27,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-28,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-01,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-02,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-03,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-04,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-05,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-06,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-07,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-08,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-09,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-10,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-11,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-12,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-13,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-14,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-15,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-16,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-17,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-18,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-19,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-20,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-21,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-22,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-23,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-24,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-25,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-26,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-27,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-28,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-29,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-30,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-31,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-01,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-02,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-03,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-04,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-05,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-06,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-07,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-08,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-09,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-10,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-11,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-12,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-13,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-14,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-15,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-16,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-17,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-18,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-19,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-20,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-21,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-22,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-23,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-24,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-25,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-26,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-27,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-28,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-29,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-30,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-01,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-02,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-03,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-04,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-05,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-06,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-07,0
Clinical Site 02,Randomized,2,#3690c0,2015-05-08,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-09,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-10,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-11,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-12,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-13,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-14,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-15,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-16,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-17,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-18,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-19,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-20,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-21,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-22,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-23,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-24,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-25,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-26,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-27,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-28,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-29,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-30,1
Clinical Site 02,Randomized,2,#3690c0,2015-05-31,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-01,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-02,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-03,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-04,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-05,1
Clinical Site 02,Randomized,2,#3690c0,2015-06-06,2
Clinical Site 02,Randomized,2,#3690c0,2015-06-07,2
Clinical Site 02,Randomized,2,#3690c0,2015-06-08,2
Clinical Site 02,Randomized,2,#3690c0,2015-06-09,2
Clinical Site 02,Randomized,2,#3690c0,2015-06-10,3
Clinical Site 02,Randomized,2,#3690c0,2015-06-11,3
Clinical Site 02,Randomized,2,#3690c0,2015-06-12,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-13,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-14,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-15,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-16,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-17,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-18,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-19,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-20,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-21,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-22,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-23,4
Clinical Site 02,Randomized,2,#3690c0,2015-06-24,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-25,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-26,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-27,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-28,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-29,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-30,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-01,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-02,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-03,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-04,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-05,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-06,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-07,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-08,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-09,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-10,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-11,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-12,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-13,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-14,5
Clinical Site 02,Randomized,2,#3690c0,2015-07-15,5
