site,population,population_order,population_color,date,participant_count
Clinical Site 02,Screened,1,#a6bddb,2015-12-25,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-26,28
Clinical Site 02,Screened,1,#a6bddb,2015-12-27,29
Clinical Site 02,Screened,1,#a6bddb,2015-12-28,29
Clinical Site 02,Screened,1,#a6bddb,2015-12-29,30
Clinical Site 02,Screened,1,#a6bddb,2015-12-30,30
Clinical Site 02,Screened,1,#a6bddb,2015-12-31,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-01,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-02,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-03,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-04,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-05,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-06,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-07,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-08,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-09,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-10,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-11,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-12,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-13,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-14,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-15,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-16,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-17,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-18,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-19,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-20,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-21,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-22,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-23,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-24,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-25,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-26,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-27,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-28,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-29,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-30,30
Clinical Site 02,Screened,1,#a6bddb,2016-01-31,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-01,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-02,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-03,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-04,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-05,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-06,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-07,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-08,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-09,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-10,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-11,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-12,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-13,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-14,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-15,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-16,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-17,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-18,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-19,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-20,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-21,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-22,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-23,30
Clinical Site 02,Screened,1,#a6bddb,2016-02-24,30
Clinical Site 02,Randomized,2,#3690c0,2015-02-11,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-12,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-13,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-14,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-15,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-16,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-17,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-18,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-19,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-20,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-21,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-22,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-23,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-24,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-25,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-26,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-27,0
Clinical Site 02,Randomized,2,#3690c0,2015-02-28,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-01,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-02,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-03,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-04,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-05,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-06,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-07,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-08,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-09,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-10,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-11,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-12,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-13,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-14,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-15,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-16,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-17,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-18,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-19,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-20,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-21,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-22,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-23,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-24,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-25,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-26,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-27,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-28,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-29,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-30,0
Clinical Site 02,Randomized,2,#3690c0,2015-03-31,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-01,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-02,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-03,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-04,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-05,0
Clinical Site 02,Randomized,2,#3690c0,2015-04-06,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-07,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-08,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-09,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-10,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-11,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-12,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-13,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-14,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-15,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-16,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-17,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-18,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-19,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-20,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-21,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-22,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-23,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-24,1
Clinical Site 02,Randomized,2,#3690c0,2015-04-25,2
Clinical Site 02,Randomized,2,#3690c0,2015-04-26,2
Clinical Site 02,Randomized,2,#3690c0,2015-04-27,3
Clinical Site 02,Randomized,2,#3690c0,2015-04-28,3
Clinical Site 02,Randomized,2,#3690c0,2015-04-29,3
Clinical Site 02,Randomized,2,#3690c0,2015-04-30,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-01,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-02,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-03,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-04,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-05,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-06,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-07,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-08,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-09,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-10,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-11,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-12,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-13,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-14,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-15,3
Clinical Site 02,Randomized,2,#3690c0,2015-05-16,4
Clinical Site 02,Randomized,2,#3690c0,2015-05-17,4
Clinical Site 02,Randomized,2,#3690c0,2015-05-18,4
Clinical Site 02,Randomized,2,#3690c0,2015-05-19,4
Clinical Site 02,Randomized,2,#3690c0,2015-05-20,4
Clinical Site 02,Randomized,2,#3690c0,2015-05-21,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-22,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-23,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-24,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-25,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-26,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-27,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-28,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-29,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-30,5
Clinical Site 02,Randomized,2,#3690c0,2015-05-31,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-01,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-02,5
Clinical Site 02,Randomized,2,#3690c0,2015-06-03,6
Clinical Site 02,Randomized,2,#3690c0,2015-06-04,6
Clinical Site 02,Randomized,2,#3690c0,2015-06-05,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-06,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-07,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-08,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-09,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-10,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-11,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-12,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-13,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-14,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-15,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-16,7
Clinical Site 02,Randomized,2,#3690c0,2015-06-17,8
Clinical Site 02,Randomized,2,#3690c0,2015-06-18,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-19,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-20,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-21,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-22,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-23,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-24,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-25,9
Clinical Site 02,Randomized,2,#3690c0,2015-06-26,10
Clinical Site 02,Randomized,2,#3690c0,2015-06-27,10
Clinical Site 02,Randomized,2,#3690c0,2015-06-28,10
Clinical Site 02,Randomized,2,#3690c0,2015-06-29,10
Clinical Site 02,Randomized,2,#3690c0,2015-06-30,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-01,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-02,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-03,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-04,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-05,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-06,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-07,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-08,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-09,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-10,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-11,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-12,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-13,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-14,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-15,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-16,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-17,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-18,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-19,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-20,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-21,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-22,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-23,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-24,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-25,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-26,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-27,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-28,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-29,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-30,10
Clinical Site 02,Randomized,2,#3690c0,2015-07-31,10
Clinical Site 02,Randomized,2,#3690c0,2015-08-01,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-02,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-03,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-04,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-05,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-06,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-07,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-08,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-09,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-10,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-11,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-12,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-13,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-14,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-15,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-16,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-17,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-18,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-19,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-20,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-21,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-22,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-23,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-24,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-25,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-26,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-27,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-28,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-29,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-30,11
Clinical Site 02,Randomized,2,#3690c0,2015-08-31,11
Clinical Site 02,Randomized,2,#3690c0,2015-09-01,11
Clinical Site 02,Randomized,2,#3690c0,2015-09-02,11
Clinical Site 02,Randomized,2,#3690c0,2015-09-03,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-04,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-05,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-06,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-07,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-08,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-09,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-10,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-11,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-12,12
Clinical Site 02,Randomized,2,#3690c0,2015-09-13,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-14,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-15,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-16,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-17,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-18,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-19,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-20,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-21,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-22,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-23,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-24,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-25,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-26,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-27,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-28,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-29,13
Clinical Site 02,Randomized,2,#3690c0,2015-09-30,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-01,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-02,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-03,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-04,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-05,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-06,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-07,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-08,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-09,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-10,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-11,13
Clinical Site 02,Randomized,2,#3690c0,2015-10-12,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-13,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-14,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-15,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-16,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-17,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-18,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-19,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-20,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-21,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-22,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-23,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-24,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-25,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-26,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-27,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-28,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-29,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-30,14
Clinical Site 02,Randomized,2,#3690c0,2015-10-31,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-01,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-02,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-03,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-04,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-05,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-06,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-07,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-08,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-09,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-10,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-11,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-12,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-13,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-14,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-15,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-16,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-17,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-18,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-19,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-20,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-21,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-22,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-23,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-24,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-25,14
Clinical Site 02,Randomized,2,#3690c0,2015-11-26,15
Clinical Site 02,Randomized,2,#3690c0,2015-11-27,15
Clinical Site 02,Randomized,2,#3690c0,2015-11-28,15
Clinical Site 02,Randomized,2,#3690c0,2015-11-29,15
Clinical Site 02,Randomized,2,#3690c0,2015-11-30,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-01,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-02,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-03,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-04,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-05,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-06,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-07,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-08,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-09,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-10,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-11,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-12,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-13,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-14,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-15,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-16,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-17,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-18,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-19,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-20,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-21,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-22,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-23,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-24,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-25,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-26,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-27,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-28,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-29,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-30,15
Clinical Site 02,Randomized,2,#3690c0,2015-12-31,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-01,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-02,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-03,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-04,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-05,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-06,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-07,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-08,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-09,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-10,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-11,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-12,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-13,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-14,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-15,15
Clinical Site 02,Randomized,2,#3690c0,2016-01-16,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-17,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-18,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-19,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-20,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-21,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-22,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-23,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-24,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-25,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-26,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-27,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-28,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-29,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-30,16
Clinical Site 02,Randomized,2,#3690c0,2016-01-31,16
Clinical Site 02,Randomized,2,#3690c0,2016-02-01,16
Clinical Site 02,Randomized,2,#3690c0,2016-02-02,16
Clinical Site 02,Randomized,2,#3690c0,2016-02-03,17
Clinical Site 02,Randomized,2,#3690c0,2016-02-04,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-05,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-06,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-07,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-08,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-09,18
Clinical Site 02,Randomized,2,#3690c0,2016-02-10,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-11,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-12,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-13,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-14,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-15,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-16,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-17,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-18,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-19,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-20,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-21,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-22,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-23,19
Clinical Site 02,Randomized,2,#3690c0,2016-02-24,20
Clinical Site 02,Target,3,#034e7b,2015-02-11,0.0920245398773006
Clinical Site 02,Target,3,#034e7b,2015-02-12,0.184049079754601
Clinical Site 02,Target,3,#034e7b,2015-02-13,0.276073619631902
Clinical Site 02,Target,3,#034e7b,2015-02-14,0.368098159509202
Clinical Site 02,Target,3,#034e7b,2015-02-15,0.460122699386503
Clinical Site 02,Target,3,#034e7b,2015-02-16,0.552147239263804
Clinical Site 02,Target,3,#034e7b,2015-02-17,0.644171779141104
Clinical Site 02,Target,3,#034e7b,2015-02-18,0.736196319018405
